import time: self [us] | cumulative | imported package
import time:      1739 |       1739 |                 pandas.core.roperator
import time:       688 |        688 |                 pandas.core.computation
import time:       903 |        903 |                   pandas.core.computation.check
import time:      1045 |       1947 |                 pandas.core.computation.expressions
import time:       653 |        653 |                 pandas.core.ops.missing
import time:      1055 |       1055 |                 pandas.core.ops.dispatch
import time:       601 |        601 |                 pandas.core.ops.invalid
import time:      1017 |      71421 |               pandas.core.ops.array_ops
import time:       648 |        648 |               pandas.core.ops.common
import time:       732 |        732 |               pandas.core.ops.docstrings
import time:       672 |        672 |               pandas.core.ops.mask_ops
import time:      1413 |      74884 |             pandas.core.ops
import time:      1457 |       1457 |             pandas.core.arraylike
import time:       972 |        972 |             pandas.core.arrays._arrow_string_mixins
import time:       540 |        540 |             pandas.core.arrays._utils
import time:       651 |        651 |                 pandas.util._validators
import time:      1124 |       1775 |               pandas.compat.numpy.function
import time:       553 |        553 |               pandas.core.array_algos.quantile
